Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
"https://m.media-amazon.com/images/M/MV5BNzgxMzExMzUwNV5BMl5BanBnXkFtZTcwMDc2MjUwNA@@._V1_UY98_CR0,0,67,98_AL_.jpg",udaan,2010,ua,134 min,drama,8.2,expel from hi school a 16 year old boy return home to hi abus and oppress father,0.0,vikramaditya motwan,rajat barmecha,ronit roy,manjot singh,ram kapoor,0.0,7 461
"https://m.media-amazon.com/images/M/MV5BNTgwODM5OTMzN15BMl5BanBnXkFtZTcwMTA3NzI1Nw@@._V1_UY98_CR0,0,67,98_AL_.jpg",paan singh tomar,2012,ua,135 min,action biographi crime,8.2,the stori of paan singh tomar an indian athlet and seven time nation steeplechas champion who becom one of the most fear dacoit in chambal valley after hi retir,0.0,tigmanshu dhulia,irrfan khan,mahi gill,rajesh abhay,hemendra dandotiya,0.0,39 567
"https://m.media-amazon.com/images/M/MV5BY2FhZGI5M2QtZWFiZS00NjkwLWE4NWQtMzg3ZDZjNjdkYTJiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",el secreto de su ojo,2009,r,129 min,drama mysteri romanc,8.2,a retir legal counselor write a novel hope to find closur for one of hi past unresolv homicid case and for hi unreciproc love with hi superior both of which still haunt him decad later,0.0,juan jo campanella,ricardo dar n,soledad villamil,pablo rago,carla quevedo,0.0,6 391 436
"https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",warrior,2011,ua,140 min,action drama sport,8.2,the youngest son of an alcohol former boxer return home where he s train by hi father for competit in a mix martial art tournament a path that put the fighter on a collis cours with hi estrang older brother,0.0,gavin o connor,tom hardi,nick nolt,joel edgerton,jennif morrison,0.0,13 657 115
"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",shutter island,2010,a,138 min,mysteri thriller,8.2,in 1954 a u s marshal investig the disappear of a murder who escap from a hospit for the crimin insan,0.0,martin scorses,leonardo dicaprio,emili mortim,mark ruffalo,ben kingsley,0.0,128 012 934
"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",up,2009,u,96 min,anim adventur comedi,8.2,78 year old carl fredricksen travel to paradis fall in hi hous equip with balloon inadvert take a young stowaway,0.0,pete docter,bob peterson,edward asner,jordan nagai,john ratzenberg,0.0,293 004 164
"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",the wolf of wall street,2013,a,180 min,biographi crime drama,8.2,base on the true stori of jordan belfort from hi rise to a wealthi stock broker live the high life to hi fall involv crime corrupt and the feder govern,0.0,martin scorses,leonardo dicaprio,jonah hill,margot robbi,matthew mcconaughey,0.0,116 900 694
"https://m.media-amazon.com/images/M/MV5BMTUzODMyNzk4NV5BMl5BanBnXkFtZTgwNTk1NTYyNTM@._V1_UY98_CR3,0,67,98_AL_.jpg",chak de india,2007,u,153 min,drama famili sport,8.2,kabir khan is the coach of the indian women s nation hockey team and hi dream is to make hi all girl team emerg victori against all odd,0.0,shimit amin,shah rukh khan,vidya malvad,sagarika ghatg,shilpa shukla,0.0,1 113 541
"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",there will be blood,2007,a,158 min,drama,8.2,a stori of famili religion hatr oil and mad focus on a turn of the centuri prospector in the earli day of the busi,0.0,paul thoma anderson,daniel day lewi,paul dano,ciar n hind,martin stringer,0.0,40 222 514
"https://m.media-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",pan s labyrinth,2006,ua,118 min,drama fantasi war,8.2,in the falangist spain of 1944 the bookish young stepdaught of a sadist armi offic escap into an eeri but captiv fantasi world,0.0,guillermo del toro,ivana baquero,ariadna gil,sergi l pez,maribel verd,0.0,37 634 615
"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY98_CR1,0,67,98_AL_.jpg",toy stori 3,2010,u,103 min,anim adventur comedi,8.2,the toy are mistakenli deliv to a day care center instead of the attic right befor andi leav for colleg and it s up to woodi to convinc the other toy that they weren t abandon and to return home,0.0,lee unkrich,tom hank,tim allen,joan cusack,ned beatti,0.0,415 004 880
"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",v for vendetta,2005,a,132 min,action drama sci fi,8.2,in a futur british tyranni a shadowi freedom fighter known onli by the alia of v plot to overthrow it with the help of a young woman,0.0,jame mcteigu,hugo weav,natali portman,rupert grave,stephen rea,0.0,70 511 035
"https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR1,0,67,98_AL_.jpg",rang de basanti,2006,ua,167 min,comedi crime drama,8.2,the stori of six young indian who assist an english woman to film a documentari on the freedom fighter from their past and the event that lead them to reliv the long forgotten saga of freedom,0.0,rakeysh omprakash mehra,aamir khan,soha ali khan,siddharth,sharman joshi,0.0,2 197 331
"https://m.media-amazon.com/images/M/MV5BNTI5MmE5M2UtZjIzYS00M2JjLWIwNDItYTY2ZWNiODBmYTBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",black,2005,u,122 min,drama,8.2,the cathart tale of a young woman who can t see hear or talk and the teacher who bring a ray of light into her dark world,0.0,sanjay leela bhansali,amitabh bachchan,rani mukerji,shernaz patel,ayesha kapoor,0.0,733 094
"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",batman begin,2005,ua,140 min,action adventur,8.2,after train with hi mentor batman begin hi fight to free crime ridden gotham citi from corrupt,0.0,christoph nolan,christian bale,michael cain,ken watanab,liam neeson,0.0,206 852 432
"https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",swade we the peopl,2004,u,210 min,drama,8.2,a success indian scientist return to an indian villag to take hi nanni to america with him and in the process rediscov hi root,0.0,ashutosh gowarik,shah rukh khan,gayatri joshi,kishori ballal,smit sheth,0.0,1 223 240
"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_UX67_CR0,0,67,98_AL_.jpg",der untergang,2004,r,156 min,biographi drama histori,8.2,traudl jung the final secretari for adolf hitler tell of the nazi dictat s final day in hi berlin bunker at the end of wwii,0.0,oliv hirschbiegel,bruno ganz,alexandra maria lara,ulrich matth,julian k hler,0.0,5 509 040
"https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",hauru no ugoku shiro,2004,u,119 min,anim adventur famili,8.2,when an unconfid young woman is curs with an old bodi by a spite witch her onli chanc of break the spell lie with a self indulg yet insecur young wizard and hi companion in hi leg walk castl,0.0,hayao miyazaki,chieko baish,takuya kimura,tatsuya gash in,akihiro miwa,0.0,4 711 096
"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",a beauti mind,2001,ua,135 min,biographi drama,8.2,after john nash a brilliant but asoci mathematician accept secret work in cryptographi hi life take a turn for the nightmarish,0.0,ron howard,russel crow,ed harri,jennif connelli,christoph plummer,0.0,170 742 341
"https://m.media-amazon.com/images/M/MV5BMGMzZjY2ZWQtZjQxYS00NWY3LThhNjItNWQzNTkzOTllODljXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR1,0,67,98_AL_.jpg",hera pheri,2000,u,156 min,action comedi crime,8.2,three unemploy men look for answer to all their money problem but when their opportun arriv will they know what to do with it,0.0,priyadarshan,akshay kumar,sunil shetti,paresh rawal,tabu,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",lock stock and two smoke barrel,1998,a,107 min,action comedi crime,8.2,a botch card game in london trigger four friend thug weed grower hard gangster loan shark and debt collector to collid with each other in a seri of unexpect event all for the sake of weed cash and two antiqu shotgun,0.0,guy ritchi,jason flemyng,dexter fletcher,nick moran,jason statham,0.0,3 897 569
"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",l a confidenti,1997,a,138 min,crime drama mysteri,8.2,as corrupt grow in 1950 lo angel three policemen one strait lace one brutal and one sleazi investig a seri of murder with their own brand of justic,0.0,curti hanson,kevin spacey,russel crow,guy pearc,kim basing,0.0,64 616 940
"https://m.media-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",eskiya,1996,Unknown,128 min,crime drama thriller,8.2,baran the bandit releas from prison after 35 year search for vengeanc and hi lover,0.0,yavuz turgul,sener sen,ugur y cel,sermin h rmeri,yesim salkim,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",heat,1995,a,170 min,crime drama thriller,8.2,a group of profession bank robber start to feel the heat from polic when they unknowingli leav a clue at their latest heist,0.0,michael mann,al pacino,robert de niro,val kilmer,jon voight,0.0,67 436 818
"https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",casino,1995,a,178 min,crime drama,8.2,a tale of greed decept money power and murder occur between two best friend a mafia enforc and a casino execut compet against each other over a gambl empir and over a fast live and fast love socialit,0.0,martin scorses,robert de niro,sharon stone,joe pesci,jame wood,0.0,42 438 300
"https://m.media-amazon.com/images/M/MV5BZTIwYzRjMGYtZWQ0Ni00NDZhLThhZDYtOGViZGJiZTkwMzk2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR3,0,67,98_AL_.jpg",andaz apna apna,1994,u,160 min,action comedi romanc,8.2,two slacker compet for the affect of an heiress inadvert becom her protector from an evil crimin,0.0,rajkumar santoshi,aamir khan,salman khan,raveena tandon,karisma kapoor,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",unforgiven,1992,a,130 min,drama western,8.2,retir old west gunsling william munni reluctantli take on one last job with the help of hi old partner ned logan and a young man the schofield kid,0.0,clint eastwood,clint eastwood,gene hackman,morgan freeman,richard harri,0.0,101 157 447
"https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",indiana jone and the last crusad,1989,u,127 min,action adventur,8.2,in 1938 after hi father professor henri jone sr goe miss while pursu the holi grail professor henri indiana jone jr find himself up against adolf hitler s nazi again to stop them from obtain it power,0.0,steven spielberg,harrison ford,sean conneri,alison doodi,denholm elliott,0.0,197 171 806
"https://m.media-amazon.com/images/M/MV5BODI2ZjVlMGQtMWE5ZS00MjJiLWIyMWYtMGU5NmIxNDc0OTMyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",dom za vesanj,1988,r,142 min,comedi crime drama,8.2,in thi lumin tale set in the area around sarajevo and in itali perhan an engag young romani gypsi with telekinet power is seduc by the quick cash world of petti crime which threaten to destroy him and those he love,0.0,emir kusturica,davor dujmov,bora todorov,ljubica adzov,husnija hasimov,0.0,280 015
"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",tonari no totoro,1988,u,86 min,anim famili fantasi,8.2,when two girl move to the countri to be near their ail mother they have adventur with the wondrou forest spirit who live nearbi,0.0,hayao miyazaki,hitoshi takagi,noriko hidaka,chika sakamoto,shigesato itoi,0.0,1 105 564
"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",die hard,1988,a,132 min,action thriller,8.2,an nypd offic tri to save hi wife and sever other taken hostag by german terrorist dure a christma parti at the nakatomi plaza in lo angel,0.0,john mctiernan,bruce willi,alan rickman,bonni bedelia,reginald veljohnson,0.0,83 008 852
"https://m.media-amazon.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",ran,1985,u,162 min,action drama war,8.2,in mediev japan an elderli warlord retir hand over hi empir to hi three son howev he vastli underestim how the new found power will corrupt them and caus them to turn on each other and him,0.0,akira kurosawa,tatsuya nakadai,akira terao,jinpachi nezu,daisuk ry,0.0,4 135 750
"https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",rage bull,1980,a,129 min,biographi drama sport,8.2,the life of boxer jake lamotta whose violenc and temper that led him to the top in the ring destroy hi life outsid of it,0.0,martin scorses,robert de niro,cathi moriarti,joe pesci,frank vincent,0.0,23 383 987
"https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UY98_CR1,0,67,98_AL_.jpg",stalker,1979,u,162 min,drama sci fi,8.2,a guid lead two men through an area known as the zone to find a room that grant wish,0.0,andrei tarkovski,alisa freyndlikh,aleksandr kaydanovskiy,anatoliy solonitsyn,nikolay grinko,0.0,234 723
"https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",h stsonaten,1978,u,99 min,drama music,8.2,a marri daughter who long for her mother s love is visit by the latter a success concert pianist,0.0,ingmar bergman,ingrid bergman,liv ullmann,lena nyman,halvar bj rk,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMjk3YjJmYTctMTAzZC00MzE4LWFlZGMtNDM5OTMyMDEzZWIxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",the messag,1976,pg,177 min,biographi drama histori,8.2,thi epic histor drama chronicl the life and time of prophet muhammad and serv as an introduct to earli islam histori,0.0,moustapha akkad,anthoni quinn,iren papa,michael ansara,johnni sekka,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BOGZiM2IwODktNTdiMC00MGU1LWEyZTYtOTk4NTkwYmJkNmI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",sholay,1975,u,204 min,action adventur comedi,8.2,after hi famili is murder by a notori and ruthless bandit a former polic offic enlist the servic of two outlaw to captur the bandit,0.0,ramesh sippi,sanjeev kumar,dharmendra,amitabh bachchan,amjad khan,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",monti python and the holi grail,1975,pg,91 min,adventur comedi fantasi,8.2,king arthur and hi knight of the round tabl embark on a surreal low budget search for the holi grail encount mani veri silli obstacl,0.0,terri gilliam,terri jone,graham chapman,john clees,eric idl,0.0,1 229 197
"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",the great escap,1963,u,172 min,adventur drama histori,8.2,alli prison of war plan for sever hundr of their number to escap from a german camp dure world war ii,0.0,john sturg,steve mcqueen,jame garner,richard attenborough,charl bronson,0.0,12 100 000
"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",to kill a mockingbird,1962,u,129 min,crime drama,8.2,atticu finch a lawyer in the depress era south defend a black man against an undeserv rape charg and hi children against prejudic,0.0,robert mulligan,gregori peck,john megna,frank overton,rosemari murphi,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",y jinb,1961,Unknown,110 min,action drama thriller,8.2,a crafti ronin come to a town divid by two crimin gang and decid to play them against each other to free the town,0.0,akira kurosawa,toshir mifun,eijir t no,tatsuya nakadai,y ko tsukasa,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",judgment at nuremberg,1961,a,179 min,drama war,8.2,in 1948 an american court in occupi germani tri four nazi judg for war crime,0.0,stanley kramer,spencer traci,burt lancast,richard widmark,marlen dietrich,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",some like it hot,1959,u,121 min,comedi music romanc,8.2,after two male musician wit a mob hit they flee the state in an all femal band disguis as women but further complic set in,0.0,billi wilder,marilyn monro,toni curti,jack lemmon,georg raft,0.0,25 000 000
"https://m.media-amazon.com/images/M/MV5BZjJhNTBmNTgtMDViOC00NDY2LWE4N2ItMDJiM2ZiYmQzYzliXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",smultronst llet,1957,u,91 min,drama romanc,8.2,after live a life mark by cold an age professor is forc to confront the empti of hi exist,0.0,ingmar bergman,victor sj str m,bibi andersson,ingrid thulin,gunnar bj rnstrand,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",det sjund inseglet,1957,a,96 min,drama fantasi histori,8.2,a man seek answer about life death and the exist of god as he play chess against the grim reaper dure the black plagu,0.0,ingmar bergman,max von sydow,gunnar bj rnstrand,bengt ekerot,nil popp,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BNjZmZGRiMDgtNDkwNi00OTZhLWFhZmMtYTdkYjgyNThhOWY3XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX67_CR0,0,67,98_AL_.jpg",du rififi chez le homm,1955,Unknown,118 min,crime drama thriller,8.2,four men plan a technic perfect crime but the human element interven,0.0,jule dassin,jean servai,carl m hner,robert manuel,janin darcey,0.0,57 226
"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",dial m for murder,1954,a,105 min,crime thriller,8.2,a former tenni player tri to arrang hi wife s murder after learn of her affair,0.0,alfr hitchcock,ray milland,grace kelli,robert cum,john william,0.0,12 562
"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",t ky monogatari,1953,u,136 min,drama,8.2,an old coupl visit their children and grandchildren in the citi but receiv littl attent,0.0,yasujir ozu,chish ry,chieko higashiyama,s yamamura,setsuko hara,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",rash mon,1950,Unknown,88 min,crime drama mysteri,8.2,the rape of a bride and the murder of her samurai husband are recal from the perspect of a bandit the bride the samurai s ghost and a woodcutt,0.0,akira kurosawa,toshir mifun,machiko ky,masayuki mori,takashi shimura,0.0,96 568
"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",all about eve,1950,pass,138 min,drama,8.2,a seemingli timid but secretli ruthless ing nue insinu herself into the live of an age broadway star and her circl of theater friend,0.0,joseph l mankiewicz,bett davi,ann baxter,georg sander,celest holm,0.0,10 177
"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",the treasur of the sierra madr,1948,pass,126 min,adventur drama western,8.2,two american search for work in mexico convinc an old prospector to help them mine for gold in the sierra madr mountain,0.0,john huston,humphrey bogart,walter huston,tim holt,bruce bennett,0.0,5 014 000
"https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",to be or not to be,1942,pass,99 min,comedi war,8.2,dure the nazi occup of poland an act troup becom embroil in a polish soldier s effort to track down a german spi,0.0,ernst lubitsch,carol lombard,jack benni,robert stack,felix bressart,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",the gold rush,1925,pass,95 min,adventur comedi drama,8.2,a prospector goe to the klondik in search of gold and find it and more,0.0,charl chaplin,charl chaplin,mack swain,tom murray,henri bergman,0.0,5 450 000
"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",sherlock jr,1924,pass,45 min,action comedi romanc,8.2,a film projectionist long to be a detect and put hi meagr skill to work when he is frame by a rival for steal hi girlfriend s father s pocketwatch,0.0,buster keaton,buster keaton,kathryn mcguir,joe keaton,erwin connelli,0.0,977 375
"https://m.media-amazon.com/images/M/MV5BNjgwNjkwOWYtYmM3My00NzI1LTk5OGItYWY0OTMyZTY4OTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",portrait de la jeun fill en feu,2019,r,122 min,drama romanc,8.1,on an isol island in brittani at the end of the eighteenth centuri a femal painter is oblig to paint a wed portrait of a young woman,0.0,c line sciamma,no mie merlant,ad le haenel,lu na bajrami,valeria golino,0.0,3 759 854
"https://m.media-amazon.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_UY98_CR3,0,67,98_AL_.jpg",pink,2016,ua,136 min,drama thriller,8.1,when three young women are implic in a crime a retir lawyer step forward to help them clear their name,0.0,aniruddha roy chowdhuri,taapse pannu,amitabh bachchan,kirti kulhari,andrea tariang,0.0,1 241 223
"https://m.media-amazon.com/images/M/MV5BZGRkOGMxYTUtZTBhYS00NzI3LWEzMDQtOWRhMmNjNjJjMzM4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",koe no katachi,2016,16,130 min,anim drama famili,8.1,a young man is ostrac by hi classmat after he bulli a deaf girl to the point where she move away year later he set off on a path for redempt,0.0,naoko yamada,miyu irino,saori hayami,aoi y ki,kensh ono,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMDk0YzAwYjktMWFiZi00Y2FmLWJmMmMtMzUyZDZmMmU5MjkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",contratiempo,2016,tv ma,106 min,crime drama mysteri,8.1,a success entrepreneur accus of murder and a wit prepar expert have less than three hour to come up with an impregn defens,0.0,oriol paulo,mario casa,ana wagen,jose coronado,b rbara lenni,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",ah ga ssi,2016,a,145 min,drama romanc thriller,8.1,a woman is hire as a handmaiden to a japanes heiress but secretli she is involv in a plot to defraud her,0.0,chan wook park,kim min hee,jung woo ha,cho jin woong,moon so ri,0.0,2 006 788
