Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
"https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",boogi night,1997,r,155 min,drama,7.9,back when sex wa safe pleasur wa a busi and busi wa boom an idealist porn produc aspir to elev hi craft to an art when he discov a hot young talent,0.0,paul thoma anderson,mark wahlberg,juliann moor,burt reynold,lui guzm n,0.0,26 400 640
"https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",mimi wo sumaseba,1995,u,111 min,anim drama famili,7.9,a love stori between a girl who love read book and a boy who ha previous check out all of the librari book she choos,0.0,yoshifumi kond,yoko honna,issey takahashi,takashi tachibana,shigeru muroi,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BYTY4MTdjZDMtOTBiMC00MDEwLThhMjUtMjlhMjdlYTBmMzk3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",onc were warrior,1994,a,102 min,crime drama,7.9,a famili descend from maori warrior is bedevil by a violent father and the societ problem of be treat as outcast,0.0,lee tamahori,rena owen,temuera morrison,mamaengaroa kerr bell,julian arahanga,0.0,2 201 126
"https://m.media-amazon.com/images/M/MV5BMDViNjFjOWMtZGZhMi00NmIyLThmYzktODA4MzJhZDZhMDc5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR1,0,67,98_AL_.jpg",true romanc,1993,r,119 min,crime drama romanc,7.9,in detroit a lone pop cultur geek marri a call girl steal cocain from her pimp and tri to sell it in hollywood meanwhil the owner of the cocain the mob track them down in an attempt to reclaim it,0.0,toni scott,christian slater,patricia arquett,denni hopper,val kilmer,0.0,12 281 500
"https://m.media-amazon.com/images/M/MV5BMjg5OGU4OGYtNTZmNy00MjQ1LWIzYzgtMTllMGY2NzlkNzYwXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR2,0,67,98_AL_.jpg",troi couleur bleu,1993,u,94 min,drama music mysteri,7.9,a woman struggl to find a way to live her life after the death of her husband and child,0.0,krzysztof kieslowski,juliett binoch,zbigniew zamachowski,juli delpi,beno t r gent,0.0,1 324 974
"https://m.media-amazon.com/images/M/MV5BOTMyZGI4N2YtMzdkNi00MDZmLTg4NmItMzg0ODY5NjdhZjYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg",j b ninp ch,1993,a,94 min,anim action adventur,7.9,a vagabond swordsman is aid by a beauti ninja girl and a crafti spi in confront a demon clan of killer with a ghost from hi past as their leader who are bent on overthrow the tokugawa shogun,0.0,yoshiaki kawajiri,k ichi yamadera,emi shinohara,takeshi aono,osamu saka,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",carlito s way,1993,a,144 min,crime drama thriller,7.9,a puerto rican former convict just releas from prison pledg to stay away from drug and violenc despit the pressur around him and lead on to a better life outsid of n y c,0.0,brian de palma,al pacino,sean penn,penelop ann miller,john leguizamo,0.0,36 948 322
"https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",edward scissorhand,1990,u,105 min,drama fantasi romanc,7.9,an artifici man who wa incomplet construct and ha scissor for hand lead a solitari life then one day a suburban ladi meet him and introduc him to her world,0.0,tim burton,johnni depp,winona ryder,diann wiest,anthoni michael hall,0.0,56 362 352
"https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",my left foot the stori of christi brown,1989,u,103 min,biographi drama,7.9,christi brown born with cerebr palsi learn to paint and write with hi onli control limb hi left foot,0.0,jim sheridan,daniel day lewi,brenda fricker,alison whelan,kirsten sheridan,0.0,14 743 391
"https://m.media-amazon.com/images/M/MV5BYWY3N2EyOWYtNDVhZi00MWRkLTg2OTUtODNkNDQ5ZTIwMGJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",crime and misdemeanor,1989,pg 13,104 min,comedi drama,7.9,an ophthalmologist s mistress threaten to reveal their affair to hi wife while a marri documentari filmmak is infatu with anoth woman,0.0,woodi allen,martin landau,woodi allen,bill bernstein,clair bloom,0.0,18 254 702
"https://m.media-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",the untouch,1987,a,119 min,crime drama thriller,7.9,dure the era of prohibit in the unit state feder agent eliot ness set out to stop ruthless chicago gangster al capon and becaus of rampant corrupt assembl a small hand pick team to help him,0.0,brian de palma,kevin costner,sean conneri,robert de niro,charl martin smith,0.0,76 270 454
"https://m.media-amazon.com/images/M/MV5BMWZiNWUwYjMtM2Y1Yi00MTZmLWEwYzctNjVmYWM0OTFlZDFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",hannah and her sister,1986,pg 13,107 min,comedi drama,7.9,between two thanksgiv two year apart hannah s husband fall in love with her sister lee while her hypochondriac ex husband rekindl hi relationship with her sister holli,0.0,woodi allen,mia farrow,diann wiest,michael cain,barbara hershey,0.0,40 084 041
"https://m.media-amazon.com/images/M/MV5BMzIwM2IwYTItYmM4Zi00OWMzLTkwNjAtYWRmYWNmY2RhMDk0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",brazil,1985,u,132 min,drama sci fi,7.9,a bureaucrat in a dystop societi becom an enemi of the state as he pursu the woman of hi dream,0.0,terri gilliam,jonathan pryce,kim greist,robert de niro,katherin helmond,0.0,9 929 135
"https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",thi is spinal tap,1984,r,82 min,comedi music,7.9,spinal tap one of england s loudest band is chronicl by film director marti dibergi on what prove to be a fate tour,0.0,rob reiner,rob reiner,michael mckean,christoph guest,kimberli stringer,0.0,188 751
"https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",a christma stori,1983,u,93 min,comedi famili,7.9,in the 1940 a young boy name ralphi attempt to convinc hi parent hi teacher and santa that a red ryder bb gun realli is the perfect christma gift,0.0,bob clark,peter billingsley,melinda dillon,darren mcgavin,scott schwartz,0.0,20 605 209
"https://m.media-amazon.com/images/M/MV5BYTdlMDExOGUtN2I3MS00MjY5LWE1NTAtYzc3MzIxN2M3OWY1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",the blue brother,1980,u,133 min,action adventur comedi,7.9,jake blue just releas from prison put togeth hi old band to save the cathol home where he and hi brother elwood were rais,0.0,john landi,john belushi,dan aykroyd,cab calloway,john candi,0.0,57 229 890
"https://m.media-amazon.com/images/M/MV5BMzdmY2I3MmEtOGFiZi00MTg1LWIxY2QtNWUwM2NmNWNlY2U5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",manhattan,1979,r,96 min,comedi drama romanc,7.9,the life of a divorc televis writer date a teenag girl is further complic when he fall in love with hi best friend s mistress,0.0,woodi allen,woodi allen,dian keaton,mariel hemingway,michael murphi,0.0,45 700 000
"https://m.media-amazon.com/images/M/MV5BZWE4N2JkNDUtZDU4MC00ZjNhLTlkMjYtOTNkMjZhMDAwMDMyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",all that jazz,1979,a,123 min,drama music music,7.9,director choreograph bob foss tell hi own life stori as he detail the sordid career of joe gideon a woman drug use dancer,0.0,bob foss,roy scheider,jessica lang,ann reink,leland palmer,0.0,37 823 676
"https://m.media-amazon.com/images/M/MV5BMzc1YTIyNjctYzhlNy00ZmYzLWI2ZWQtMzk4MmQwYzA0NGQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",dawn of the dead,1978,a,127 min,action adventur horror,7.9,follow an ever grow epidem of zombi that have risen from the dead two philadelphia s w a t team member a traffic report and hi televis execut girlfriend seek refug in a seclud shop mall,0.0,georg a romero,david emg,ken fore,scott h reinig,gaylen ross,0.0,5 100 000
"https://m.media-amazon.com/images/M/MV5BOWI2YWQxM2MtY2U4Yi00YjgzLTgwNzktN2ExNTgzNTIzMmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",all the presid s men,1976,u,138 min,biographi drama histori,7.9,the washington post report bob woodward and carl bernstein uncov the detail of the waterg scandal that lead to presid richard nixon s resign,0.0,alan j pakula,dustin hoffman,robert redford,jack warden,martin balsam,0.0,70 600 000
"https://m.media-amazon.com/images/M/MV5BN2IzM2I5NTQtMTIyMy00YWM2LWI1OGMtNjI0MWIyNDZkZGFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",la monta a sagrada,1973,r,114 min,adventur drama fantasi,7.9,in a corrupt greed fuel world a power alchemist lead a messian charact and seven materialist figur to the holi mountain where they hope to achiev enlighten,0.0,alejandro jodorowski,alejandro jodorowski,horacio salina,zamira saunder,juan ferrara,0.0,61 001
"https://m.media-amazon.com/images/M/MV5BZDI2OTg2NDQtMzc0MC00MjRiLWI1NzAtMjY2ZDMwMmUyNzBiXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg",amarcord,1973,r,123 min,comedi drama famili,7.9,a seri of comed and nostalg vignett set in a 1930 italian coastal town,0.0,federico fellini,magali no l,bruno zanin,pupella maggio,armando brancia,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BYzQ5NjJiYWQtYjAzMC00NGU0LWFlMDYtNGFiYjFlMWI1NWM0XkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_UY98_CR4,0,67,98_AL_.jpg",le charm discret de la bourgeoisi,1972,pg,102 min,comedi,7.9,a surreal virtual plotless seri of dream center around six middl class peopl and their consist interrupt attempt to have a meal togeth,0.0,lui bu uel,fernando rey,delphin seyrig,paul frankeur,bull ogier,0.0,198 809
"https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",aguirr der zorn gott,1972,Unknown,95 min,action adventur biographi,7.9,in the 16th centuri the ruthless and insan don lope de aguirr lead a spanish expedit in search of el dorado,0.0,werner herzog,klau kinski,ruy guerra,helena rojo,del negro,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",harold and maud,1971,pg,91 min,comedi drama romanc,7.9,young rich and obsess with death harold find himself chang forev when he meet live septuagenarian maud at a funer,0.0,hal ashbi,ruth gordon,bud cort,vivian pickl,cyril cusack,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",patton,1970,u,172 min,biographi drama war,7.9,the world war ii phase of the career of controversi american gener georg s patton,0.0,franklin j schaffner,georg c scott,karl malden,stephen young,michael strong,0.0,61 700 000
"https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the wild bunch,1969,a,145 min,action adventur western,7.9,an age group of outlaw look for one last big score as the tradit american west is disappear around them,0.0,sam peckinpah,william holden,ernest borgnin,robert ryan,edmond o brien,0.0,12 064 472
"https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",night of the live dead,1968,Unknown,96 min,horror thriller,7.9,a ragtag group of pennsylvanian barricad themselv in an old farmhous to remain safe from a hord of flesh eat ghoul that are ravag the east coast of the unit state,0.0,georg a romero,duan jone,judith o dea,karl hardman,marilyn eastman,0.0,89 029
"https://m.media-amazon.com/images/M/MV5BMTkzNzYyMzA5N15BMl5BanBnXkFtZTgwODcwODQ3MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",the lion in winter,1968,pg,134 min,biographi drama histori,7.9,1183 a d king henri ii s three son all want to inherit the throne but he won t commit to a choic they and hi wife various plot to forc him,0.0,anthoni harvey,peter o tool,katharin hepburn,anthoni hopkin,john castl,0.0,22 276 975
"https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",in the heat of the night,1967,u,110 min,crime drama mysteri,7.9,a black polic detect is ask to investig a murder in a racial hostil southern town,0.0,norman jewison,sidney poitier,rod steiger,warren oat,lee grant,0.0,24 379 978
"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",charad,1963,u,113 min,comedi mysteri romanc,7.9,romanc and suspens ensu in pari as a woman is pursu by sever men who want a fortun her murder husband had stolen whom can she trust,0.0,stanley donen,cari grant,audrey hepburn,walter matthau,jame coburn,0.0,13 474 588
"https://m.media-amazon.com/images/M/MV5BOTY0ZTA1ZjUtN2MyNi00ZGRmLWExYmMtOTkyNzI1NGQ2Y2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the manchurian candid,1962,pg 13,126 min,drama thriller,7.9,a former prison of war is brainwash as an unwit assassin for an intern communist conspiraci,0.0,john frankenheim,frank sinatra,laurenc harvey,janet leigh,angela lansburi,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",spartacu,1960,a,197 min,adventur biographi drama,7.9,the slave spartacu lead a violent revolt against the decad roman republ,0.0,stanley kubrick,kirk dougla,laurenc olivi,jean simmon,charl laughton,0.0,30 000 000
"https://m.media-amazon.com/images/M/MV5BZDFlODBmZTYtMWU4MS00MzY4LWFmYzYtYzAzZmU1MGUzMDE5XkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_UY98_CR1,0,67,98_AL_.jpg",l avventura,1960,u,144 min,drama mysteri,7.9,a woman disappear dure a mediterranean boat trip dure the search her lover and her best friend becom attract to each other,0.0,michelangelo antonioni,gabriel ferzetti,monica vitti,lea massari,dominiqu blanchar,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",hiroshima mon amour,1959,Unknown,90 min,drama romanc,7.9,a french actress film an anti war film in hiroshima ha an affair with a marri japanes architect as they share their differ perspect on war,0.0,alain resnai,emmanuel riva,eiji okada,stella dassa,pierr barbaud,0.0,88 300
"https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the ten command,1956,u,220 min,adventur drama,7.9,mose an egyptian princ learn of hi true heritag as a hebrew and hi divin mission as the deliver of hi peopl,0.0,cecil b demil,charlton heston,yul brynner,ann baxter,edward g robinson,0.0,93 740 000
"https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",the searcher,1956,pass,119 min,adventur drama western,7.9,an american civil war veteran embark on a journey to rescu hi niec from the comanch,0.0,john ford,john wayn,jeffrey hunter,vera mile,ward bond,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",east of eden,1955,u,118 min,drama,7.9,two brother struggl to maintain their strict bibl tote father s favor,0.0,elia kazan,jame dean,raymond massey,juli harri,burl ive,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",high noon,1952,pg,85 min,drama thriller western,7.9,a town marshal despit the disagr of hi newlyw bride and the townspeopl around him must face a gang of deadli killer alon at high noon when the gang leader an outlaw he sent up year ago arriv on the noon train,0.0,fred zinnemann,gari cooper,grace kelli,thoma mitchel,lloyd bridg,0.0,9 450 000
"https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",stranger on a train,1951,a,101 min,crime film noir thriller,7.9,a psychopath forc a tenni star to compli with hi theori that two stranger can get away with murder,0.0,alfr hitchcock,farley granger,robert walker,ruth roman,leo g carrol,0.0,7 630 000
"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",harvey,1950,approv,104 min,comedi drama fantasi,7.9,due to hi insist that he ha an invis six foot tall rabbit for a best friend a whimsic middl age man is thought by hi famili to be insan but he may be wiser than anyon know,0.0,henri koster,jame stewart,wallac ford,william h lynn,victoria horn,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX67_CR0,0,67,98_AL_.jpg",miracl on 34th street,1947,Unknown,96 min,comedi drama famili,7.9,when a nice old man who claim to be santa clau is institution as insan a young lawyer decid to defend him by argu in court that he is the real thing,0.0,georg seaton,edmund gwenn,maureen o hara,john payn,gene lockhart,0.0,2 650 000
"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",notori,1946,u,102 min,drama film noir romanc,7.9,a woman is ask to spi on a group of nazi friend in south america how far will she have to go to ingrati herself with them,0.0,alfr hitchcock,cari grant,ingrid bergman,claud rain,loui calhern,0.0,10 464 000
"https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",the big sleep,1946,pass,114 min,crime film noir mysteri,7.9,privat detect philip marlow is hire by a wealthi famili befor the complex case is over he s seen murder blackmail and what might be love,0.0,howard hawk,humphrey bogart,lauren bacal,john ridg,martha vicker,0.0,6 540 000
"https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",the lost weekend,1945,pass,101 min,drama film noir,7.9,the desper life of a chronic alcohol is follow through a four day drink bout,0.0,billi wilder,ray milland,jane wyman,phillip terri,howard da silva,0.0,9 460 000
"https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",the philadelphia stori,1940,Unknown,112 min,comedi romanc,7.9,when a rich woman s ex husband and a tabloid type report turn up just befor her plan remarriag she begin to learn the truth about herself,0.0,georg cukor,cari grant,katharin hepburn,jame stewart,ruth hussey,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",hi girl friday,1940,pass,92 min,comedi drama romanc,7.9,a newspap editor use everi trick in the book to keep hi ace report ex wife from remarri,0.0,howard hawk,cari grant,rosalind russel,ralph bellami,gene lockhart,0.0,296 000
"https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",the adventur of robin hood,1938,pg,102 min,action adventur romanc,7.9,when princ john and the norman lord begin oppress the saxon mass in king richard s absenc a saxon lord fight back as the outlaw leader of a rebel guerrilla armi,0.0,michael curtiz,william keighley,errol flynn,olivia de havilland,basil rathbon,0.0,3 981 000
"https://m.media-amazon.com/images/M/MV5BYTJmNmQxNGItNDNlMC00MDU3LWFhNzMtZDQ2NDY0ZTVkNjE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",a night at the opera,1935,pass,96 min,comedi music music,7.9,a sli busi manag and two wacki friend of two opera singer help them achiev success while humili their stuffi and snobbish enemi,0.0,sam wood,edmund gould,groucho marx,chico marx,harpo marx,0.0,2 537 520
"https://m.media-amazon.com/images/M/MV5BZTY3YjYxZGQtMTM2YS00ZmYwLWFlM2QtOWFlMTU1NTAyZDQ2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg",king kong,1933,pass,100 min,adventur horror sci fi,7.9,a film crew goe to a tropic island for an exot locat shoot and discov a coloss ape who take a shine to their femal blond star he is then captur and brought back to new york citi for public exhibit,0.0,merian c cooper,ernest b schoedsack,fay wray,robert armstrong,bruce cabot,0.0,10 000 000
"https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",freak,1932,Unknown,64 min,drama horror,7.9,a circu beauti trapez artist agre to marri the leader of side show perform but hi deform friend discov she is onli marri him for hi inherit,0.0,tod brown,wallac ford,leila hyam,olga baclanova,rosco ate,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMTAxYjEyMTctZTg3Ni00MGZmLWIxMmMtOGM2NTFiY2U3MmExXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",nosferatu,1922,Unknown,94 min,fantasi horror,7.9,vampir count orlok express interest in a new resid and real estat agent hutter s wife,0.0,f w murnau,max schreck,alexand granach,gustav von wangenheim,greta schr der,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMTlkMmVmYjktYTc2NC00ZGZjLWEyOWUtMjc2MDMwMjQwOTA5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX67_CR0,0,67,98_AL_.jpg",the gentlemen,2019,a,113 min,action comedi crime,7.8,an american expat tri to sell off hi highli profit marijuana empir in london trigger plot scheme briberi and blackmail in an attempt to steal hi domain out from under him,0.0,guy ritchi,matthew mcconaughey,charli hunnam,michel dockeri,jeremi strong,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BZmVhN2JlYjEtZWFkOS00YzE0LThiNDMtMGI3NDA1MTk2ZDQ2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",raazi,2018,ua,138 min,action drama thriller,7.8,a kashmiri woman agre to marri a pakistani armi offic in order to spi on pakistan dure the indo pakistan war of 1971,0.0,meghna gulzar,alia bhatt,vicki kaushal,rajit kapoor,shishir sharma,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BNjcyYjg0M2ItMzMyZS00NmM1LTlhZDMtN2MxN2RhNWY4YTkwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",sound of metal,2019,r,120 min,drama music,7.8,a heavi metal drummer s life is thrown into freefal when he begin to lose hi hear,0.0,dariu marder,riz ahm,olivia cook,paul raci,lauren ridloff,0.0,Unknown
"https://m.media-amazon.com/images/M/MV5BMTBkMjMyN2UtNzVjNi00Y2ZiLTk2MDYtN2Y0MjgzYjAxNzE4XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_UY98_CR1,0,67,98_AL_.jpg",forushand,2016,ua,124 min,drama,7.8,while both particip in a product of death of a salesman a teacher s wife is assault in her new home which leav him determin to find the perpetr over hi wife s traumat object,0.0,asghar farhadi,shahab hosseini,taraneh alidoosti,babak karimi,mina sadati,0.0,2 402 067
"https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",dunkirk,2017,ua,106 min,action drama histori,7.8,alli soldier from belgium the british empir and franc are surround by the german armi and evacu dure a fierc battl in world war ii,0.0,christoph nolan,fionn whitehead,barri keoghan,mark rylanc,tom hardi,0.0,188 373 161
"https://m.media-amazon.com/images/M/MV5BNDQzZmQ5MjItYmJlNy00MGI2LWExMDQtMjBiNjNmMzc5NTk1XkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_UY98_CR1,0,67,98_AL_.jpg",perfetti sconosciuti,2016,Unknown,96 min,comedi drama,7.8,seven long time friend get togeth for a dinner when they decid to share with each other the content of everi text messag email and phone call they receiv mani secret start to unveil and the equilibrium trembl,0.0,paolo genoves,giusepp battiston,anna foglietta,marco giallini,edoardo leo,0.0,Unknown
